,candidate_1,candidate_2,candidate_3,candidate_4,candidate_5
1494,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1495,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
1496,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright
1497,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
1498,candidate_Bob Kiss,0,0,0,0
1499,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
1500,candidate_Bob Kiss,0,0,0,0
1501,candidate_Bob Kiss,0,0,0,0
1502,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1503,candidate_Kurt Wright,0,0,0,0
1504,candidate_Bob Kiss,0,0,0,0
1505,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
1506,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1507,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
1508,candidate_Bob Kiss,0,0,0,0
1509,candidate_Bob Kiss,candidate_James Simpson,0,0,0
1510,candidate_Bob Kiss,0,0,0,0
1511,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
1512,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,0,0
1513,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
1514,candidate_Bob Kiss,0,0,0,0
1515,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright
1516,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
1517,candidate_Bob Kiss,0,0,0,0
1518,candidate_Kurt Wright,0,0,0,0
1519,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright
1520,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
1521,candidate_James Simpson,candidate_Bob Kiss,candidate_Andy Montroll,0,0
1522,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
1523,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
1524,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
1525,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1526,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
1527,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1528,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,0
1529,candidate_Bob Kiss,0,0,0,0
1530,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
1531,candidate_Bob Kiss,0,0,0,0
1532,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
1533,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
1534,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
1535,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
1536,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
1537,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1538,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1539,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0
1540,candidate_Kurt Wright,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Andy Montroll
1541,candidate_Kurt Wright,candidate_James Simpson,0,0,0
1542,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1543,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1544,candidate_Bob Kiss,0,0,0,0
1545,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0,0
1546,candidate_Kurt Wright,0,0,0,0
1547,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson
1548,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0
1549,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1550,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1551,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
1552,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
1553,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
1554,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1555,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1556,candidate_Bob Kiss,0,0,0,0
1557,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,0
1558,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
1559,candidate_Bob Kiss,0,0,0,0
1560,candidate_Bob Kiss,0,0,0,0
1561,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
1562,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson
1563,candidate_Bob Kiss,0,0,0,0
1564,candidate_Kurt Wright,0,0,0,0
1565,candidate_Kurt Wright,candidate_Dan Smith,candidate_Andy Montroll,0,0
1566,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1567,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,0,0
1568,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
1569,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
1570,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
1571,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
1572,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
1573,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
1575,candidate_Kurt Wright,candidate_Dan Smith,0,0,0
1576,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
1577,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
1578,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,0
1579,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1580,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright,candidate_Andy Montroll
1581,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson
1582,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
1583,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1584,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
1585,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1586,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
1587,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
1588,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1589,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll
1590,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1591,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1592,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1593,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright
1595,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1596,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1597,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright
1598,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
1599,candidate_Kurt Wright,0,0,0,0
1600,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,0
1601,candidate_Kurt Wright,0,0,0,0
1602,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1603,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright
1604,candidate_Kurt Wright,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Bob Kiss
1605,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
1606,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
1607,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1608,candidate_Bob Kiss,0,0,0,0
1609,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
1610,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1611,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
1612,candidate_Bob Kiss,0,0,0,0
1613,candidate_Bob Kiss,0,0,0,0
1614,candidate_Bob Kiss,0,0,0,0
1615,candidate_Bob Kiss,0,0,0,0
1616,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
1617,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1618,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0,0
1619,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll
1620,candidate_Bob Kiss,0,0,0,0
1621,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0,0
1622,candidate_Bob Kiss,0,0,0,0
1623,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1624,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
1625,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1626,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1627,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
1628,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
1629,candidate_Kurt Wright,candidate_Bob Kiss,0,0,0
1631,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,0,0
1633,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1634,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1635,candidate_Andy Montroll,0,0,0,0
1636,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1637,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1638,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
1639,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1641,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
1642,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
1643,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1644,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
1645,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson,candidate_Andy Montroll,candidate_Bob Kiss
1646,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
1648,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
1649,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
1650,candidate_Dan Smith,candidate_Bob Kiss,0,0,0
1651,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,0,0
1652,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1653,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1654,candidate_Andy Montroll,0,0,0,0
1655,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1656,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Dan Smith,0
1657,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
1658,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
1659,candidate_Bob Kiss,candidate_Kurt Wright,0,0,0
1660,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
1661,candidate_Bob Kiss,0,0,0,0
1662,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1663,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0,0
1664,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
1665,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1666,candidate_Bob Kiss,0,0,0,0
1667,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1668,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
1669,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1670,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
1671,candidate_Dan Smith,0,0,0,0
1672,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1673,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
1674,candidate_Bob Kiss,candidate_James Simpson,candidate_Andy Montroll,0,0
1675,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1676,candidate_Dan Smith,0,0,0,0
1677,candidate_Bob Kiss,0,0,0,0
1678,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
1679,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
1680,candidate_Andy Montroll,0,0,0,0
1681,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1682,candidate_Bob Kiss,0,0,0,0
1683,candidate_Bob Kiss,0,0,0,0
1684,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1685,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1686,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,0,0
1687,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1688,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1689,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1690,candidate_Bob Kiss,0,0,0,0
1691,candidate_Dan Smith,candidate_Andy Montroll,0,0,0
1692,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
1695,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0
1696,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson,candidate_Bob Kiss
1697,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
1698,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1699,candidate_Kurt Wright,0,0,0,0
1700,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
1701,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson
1702,candidate_Kurt Wright,0,0,0,0
1703,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1704,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith
1705,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1706,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
1707,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright,candidate_Dan Smith
1708,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright,candidate_Andy Montroll
1709,candidate_Andy Montroll,0,0,0,0
1710,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,0,0
1711,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_Kurt Wright,candidate_James Simpson
1712,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
1713,candidate_Kurt Wright,0,0,0,0
1714,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright,0,0
1715,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
1716,candidate_Andy Montroll,candidate_Bob Kiss,0,0,0
1717,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1718,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
1719,candidate_James Simpson,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0
1720,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0
1722,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
1723,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
1724,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Kurt Wright,0,0
1725,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1727,candidate_Kurt Wright,0,0,0,0
1728,candidate_Kurt Wright,0,0,0,0
1729,candidate_Kurt Wright,0,0,0,0
1730,candidate_Andy Montroll,candidate_Kurt Wright,0,0,0
1731,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,0,0
1732,candidate_Dan Smith,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Kurt Wright
1733,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0
1734,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
1735,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith
1736,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,candidate_James Simpson
1737,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Bob Kiss,0,0
1738,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_Dan Smith,0
1739,candidate_Bob Kiss,0,0,0,0
1740,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Kurt Wright
1741,candidate_Bob Kiss,0,0,0,0
1742,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright,candidate_Bob Kiss
1743,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
1744,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
1745,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
1746,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,0,0
1747,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,0,0
1748,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1749,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1750,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,0,0
1751,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_Kurt Wright,candidate_James Simpson
1752,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,candidate_James Simpson,candidate_Kurt Wright
1753,candidate_Kurt Wright,candidate_Andy Montroll,0,0,0
1754,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1755,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1756,candidate_Kurt Wright,0,0,0,0
1757,candidate_Dan Smith,0,0,0,0
1758,candidate_Bob Kiss,0,0,0,0
1759,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,0
1760,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,0,0
1763,candidate_Dan Smith,candidate_James Simpson,0,0,0
1764,candidate_Dan Smith,candidate_Kurt Wright,0,0,0
1765,candidate_Andy Montroll,0,0,0,0
1766,candidate_Andy Montroll,0,0,0,0
1767,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1768,candidate_Bob Kiss,candidate_Andy Montroll,0,0,0
1769,candidate_Andy Montroll,0,0,0,0
1770,candidate_Bob Kiss,candidate_Dan Smith,candidate_Kurt Wright,0,0
1771,candidate_Dan Smith,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson,candidate_Bob Kiss
1772,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1774,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,0,0
1775,candidate_Kurt Wright,candidate_Andy Montroll,candidate_Dan Smith,candidate_Bob Kiss,candidate_James Simpson
1776,candidate_Kurt Wright,candidate_James Simpson,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll
1777,candidate_Andy Montroll,candidate_Bob Kiss,candidate_James Simpson,candidate_Dan Smith,0
1778,candidate_Bob Kiss,candidate_Andy Montroll,candidate_James Simpson,candidate_Dan Smith,candidate_Kurt Wright
1779,candidate_Kurt Wright,candidate_Bob Kiss,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson
1780,candidate_Bob Kiss,candidate_Kurt Wright,candidate_Andy Montroll,0,0
1781,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Dan Smith,0,0
1782,candidate_Bob Kiss,candidate_Dan Smith,0,0,0
1783,candidate_Andy Montroll,candidate_Dan Smith,0,0,0
1784,candidate_Dan Smith,candidate_Bob Kiss,candidate_Andy Montroll,candidate_Kurt Wright,candidate_James Simpson
1786,candidate_Dan Smith,candidate_Andy Montroll,candidate_James Simpson,candidate_Bob Kiss,candidate_Kurt Wright
1787,candidate_Andy Montroll,candidate_Bob Kiss,candidate_Dan Smith,0,0
